,ID,Group,Feature_1,Feature_2,Feature_3
171,ID171,C,2396.297196485098,409.75559558227496,-1970.6959380525968
172,ID172,A,2963.558901656609,390.5871898265697,6927.4774638641775
173,ID173,B,2615.8002258547335,407.80819252371066,5223.975103310386
174,ID174,C,2693.79648386892,408.3685991957145,-2297.307250566737
175,ID175,A,2182.7040744029778,404.7147858983636,4512.549316406411
176,ID176,C,1985.1013258409498,407.99512888680437,-1586.6955355122443
177,ID177,B,2837.1528640493866,385.2790988247385,5674.391771411032
178,ID178,A,2682.6460718033654,364.2787837943915,6232.70138789562
179,ID179,C,2478.718922669587,410.29441542073033,-2078.505564565349
180,ID180,A,2718.248857611624,415.60523853159305,6070.323689009637
181,ID181,C,3209.3161601601028,416.17574452797794,-2770.954868910298
182,ID182,B,2639.852879254608,382.32258182135286,5287.751828119363
183,ID183,C,2747.18584886711,378.23025354655545,-2367.911875750861
184,ID184,A,1741.6295237031018,410.59198638549833,3178.6405299004437
185,ID185,B,2963.8289077106865,409.8181042631875,5919.390268743257
186,ID186,A,2367.2099249565604,407.3167762060244,5058.064575433286
187,ID187,A,2667.104160375251,414.6706047242525,5931.710656450204
188,ID188,B,2274.0310510835034,393.97605417106433,4555.361640941998
189,ID189,C,2121.0932185999095,389.4059953824175,-1719.5614672362742
190,ID190,B,2480.6335109881074,396.159744403633,4939.470054589466
191,ID191,A,2513.5169418527958,404.15601376909285,5540.283468337006
192,ID192,A,2484.4365100877335,387.278806236676,5519.483278852152
193,ID193,B,2460.145182166558,417.0905588902304,4931.880662216232
194,ID194,A,2436.1241739889456,395.12351560495046,5334.140140619332
195,ID195,C,2737.0402688450054,395.147307398533,-2342.124295128332
196,ID196,A,2383.3143474768412,361.41061323426027,5352.561372226633
197,ID197,A,2953.6237742222193,407.7944070796986,6816.247986711667
198,ID198,C,1928.4019266371058,394.21454391792076,-1543.2361816874484
199,ID199,A,2821.013180376901,379.6570455658907,6577.682873333158
200,ID200,B,2589.3525985386914,448.36768111778923,5183.198972019797
201,ID201,B,2374.118595917568,404.98302455654357,4749.576988133645
202,ID202,B,1892.4593953711249,393.1255553060385,3795.2909791803886
203,ID203,B,2137.6140252424148,409.8283401723593,4273.967127738377
204,ID204,C,2118.9616852438917,391.2215277400636,-1734.2078034289452
205,ID205,B,2909.945081468472,376.0725470532951,5812.257259656376
206,ID206,B,2989.4897710180335,409.1947720622751,5992.329068938855
207,ID207,A,2390.031117620738,426.5734772351423,5044.655261486358
208,ID208,C,2060.989703991907,398.23695759109467,-1642.5163917007924
209,ID209,C,2252.583373281305,389.2526555414495,-1859.5349783424494
210,ID210,C,2368.465649744674,410.97578514368416,-1971.1854149500057
211,ID211,A,2522.167530824714,397.9804547339626,5562.776655945868
212,ID212,C,2674.3083769837986,420.0873896014943,-2261.6494720425476
213,ID213,A,3032.9700949335597,412.40667098752476,7033.519693074222
214,ID214,A,2955.1097514450385,384.54785626761577,6935.492239010427
215,ID215,C,2875.7052071131006,388.821545729503,-2496.3206392953284
216,ID216,A,2005.7254960645125,407.1184097606331,4002.039844214198
217,ID217,A,2050.436857014162,420.40192886153363,4049.7554347121236
218,ID218,C,2749.146063729904,394.98688240493715,-2360.0297962694485
219,ID219,C,2211.2597655219315,410.16098642343684,-1824.3882781507048
220,ID220,C,2570.994254556349,387.2116806299711,-2195.8729426122923
221,ID221,A,2465.233144849286,364.07705260439803,5596.030416606766
222,ID222,C,2989.1695021135656,437.44253317144387,-2547.7647741836468
223,ID223,C,2397.140984332222,430.50854851930757,-1971.127442449013
224,ID224,A,2648.9012641589716,411.6817030534266,5884.685788132643
225,ID225,A,2394.064521743138,397.889828569814,5214.947986048378
226,ID226,C,2724.47336274972,406.07635853659093,-2327.7856277896744
227,ID227,C,1816.2284281097354,385.5638778121168,-1433.3965359597714
228,ID228,C,3133.904436164756,424.02030656558134,-2703.6206602098973
229,ID229,B,2830.226132672183,396.93857174400705,5656.831134692873
230,ID230,C,2309.956856281778,391.4442502099668,-1907.1786489292479
231,ID231,B,2766.0004782903247,415.12053764504515,5535.384992826828
232,ID232,A,1746.6948867331748,389.54710266829227,3284.8311370320757
233,ID233,C,2406.41232747944,417.8801800535829,-1999.4164044645725
234,ID234,C,2750.444246420503,407.1909676018892,-2333.938509481379
235,ID235,C,2037.1107153869632,397.73393380871255,-1641.6061504316854
236,ID236,B,2347.2379251737516,406.04630621184293,4667.326845609359
237,ID237,A,2191.154781800233,393.25119504755355,4602.178659517175
238,ID238,B,2665.5144356509627,399.54738336970263,5331.108286316085
239,ID239,A,2654.276738319601,420.44042481774625,5863.5396090003505
240,ID240,B,2735.7070517384086,394.280675123657,5467.917947125298
241,ID241,A,2591.7993355165127,406.74421242934125,5744.159075549712
242,ID242,B,2555.9719390239516,399.42779919600105,5092.233670785777
243,ID243,C,2748.4611615380386,410.0297539229785,-2347.2130607850872
244,ID244,C,2421.511783573936,401.47406263341304,-2030.2759142413395
245,ID245,A,2676.0674690511273,390.99940942282,6067.816842577981
246,ID246,B,2373.109051347473,386.48388636816406,4753.303609991187
247,ID247,C,2161.229649379315,380.27271542529036,-1779.8165702873969
248,ID248,B,3082.148813634332,396.1406504682893,6180.55863930132
249,ID249,B,2910.7418756995276,367.9531273188287,5812.965583453691
250,ID250,C,2815.106432269023,379.8320542118759,-2431.384370778587
251,ID251,A,2421.7209084409983,426.93335834137747,5114.193609096891
252,ID252,C,2376.0129410435534,360.5934500203845,-2000.596204011461
253,ID253,A,2233.692786563142,388.93227959819865,4764.604026565652
254,ID254,A,2514.927187658159,392.1716696257151,5569.225699884003
255,ID255,A,2569.2006105421156,423.28795950845836,5602.731606121531
256,ID256,B,2757.700682390731,377.468745670651,5493.624066136483
257,ID257,C,2579.8158699973424,404.6310525870322,-2186.0053924044196
258,ID258,C,2561.0900621049336,393.7294256538846,-2173.0236700693113
259,ID259,A,2783.504217862256,399.4599531347881,6354.393257174545
260,ID260,C,2567.9645423966217,394.5015356102152,-2160.485991169731
261,ID261,B,2651.447866429208,383.67931928704036,5281.4027114742485
262,ID262,A,2624.226109527095,412.7301532895919,5786.805445234392
263,ID263,A,2603.2283618222195,408.838666525664,5774.846378587468
264,ID264,A,2798.8194866869253,407.6028810969034,6335.987941104557
265,ID265,A,2980.600119130144,403.4018232778077,6931.874058364987
266,ID266,A,2173.166940724279,410.80069330304144,4467.8497675533945
267,ID267,A,2390.4072663933975,393.95660608287443,5209.059381826629
268,ID268,C,2100.7562481946766,402.050643437405,-1697.1902079936224
269,ID269,C,2492.388630801747,410.7849476435416,-2095.2891197915
270,ID270,B,1900.2184132442349,418.9243237694438,3792.774368161602
271,ID271,A,2564.646019260756,391.9498808698502,5715.590072031457
272,ID272,C,2192.053338366278,371.80873616258685,-1826.2523871749136
273,ID273,B,2334.289852779398,394.6369093713961,4666.41569450149
274,ID274,B,2668.1356972714834,395.55145712131105,5329.708835889772
275,ID275,C,2614.1930548758446,385.40420775004264,-2224.3364478550766
276,ID276,B,1918.0095126835838,415.0822919673031,3814.9916365662193
277,ID277,C,2239.237233753841,378.7703684695051,-1867.063806358465
278,ID278,A,2144.8088770712156,405.1447620945256,4399.734983387674
279,ID279,B,2379.2458855813798,388.54251294453854,4773.197062292497
280,ID280,B,2141.122801098763,373.9270278156505,4305.2815436561
281,ID281,C,2334.8735329794436,405.52932666532575,-1923.9800415588766
282,ID282,C,2832.316442840698,415.52598213966303,-2398.5188071253615
283,ID283,A,2219.2994626875006,405.25325767442257,4644.02462824423
284,ID284,B,2416.225755422816,364.59082701725464,4830.430634880398
285,ID285,B,2641.411993691487,429.78864445368663,5290.3243195790055
286,ID286,A,2688.691935077025,386.1035022165317,6123.964743659959
287,ID287,B,2562.8674535104,405.77613797212763,5125.865720050931
288,ID288,B,2643.681202207213,396.5885824474158,5276.64211781541
289,ID289,C,2835.525956029528,436.20414364059116,-2405.115228809842
290,ID290,B,2363.45113670015,402.1221443552941,4743.186181596385
291,ID291,A,3085.284482354218,394.14663509220725,7271.192356956724
292,ID292,B,2316.1476084010715,373.5072305444005,4624.943842782867
293,ID293,A,2998.6671536707586,396.48306553115214,7008.424971477076
294,ID294,C,2712.2303061031544,360.08101783883325,-2357.3892767250213
295,ID295,B,2510.2441959202492,403.98587579762403,5014.934317339405
296,ID296,C,1903.784344416974,414.0507526415229,-1480.7429612895146
297,ID297,A,2306.7230601563824,380.6165253072639,5030.362786795071
298,ID298,C,2679.8084428089674,400.93321871693814,-2267.2473413658245
299,ID299,B,2292.0443126314244,400.22721574330666,4562.371311968795
300,ID300,A,2870.9557187842042,416.1872751483892,6530.617597905679
301,ID301,A,2541.2935381426637,379.8964451949964,5739.742665941756
302,ID302,B,2752.9652410756603,400.2561110003829,5502.037642607752
303,ID303,A,2602.720262674701,403.83854220932665,5798.186850285511
304,ID304,B,2467.239221415352,387.2170412617223,4944.632032636843
305,ID305,A,2258.87519338951,424.28970718932254,4654.395296523146
306,ID306,B,2836.79645205389,409.1879394156524,5678.266619248642
307,ID307,C,2448.067940156738,412.04417798867433,-2043.4598124859297
308,ID308,C,2721.166790484393,384.9595264395806,-2341.475378116799
309,ID309,A,2415.7478170122445,398.29707011689595,5248.0193356607615
310,ID310,B,2022.775554639319,408.61931354629974,4053.9916084832084
311,ID311,B,2548.896975588618,399.1515982597365,5117.347837788226
312,ID312,B,2735.6767024106307,395.90065421763506,5478.513081619065
313,ID313,A,2327.1314117603824,371.3526878282093,5115.763744782044
314,ID314,A,2457.2365243133418,394.34247486814655,5401.735714852262
315,ID315,C,3172.0388928096568,407.1030109776139,-2763.1443291435617
316,ID316,C,3146.6158361721145,401.223323019613,-2751.240763000444
317,ID317,B,2508.383194516021,396.3979562619618,5015.843689584961
318,ID318,C,2666.953511700153,395.50011082903774,-2250.177642827623
319,ID319,A,2674.849331537374,420.46741280863495,5920.007993145066
320,ID320,A,3271.959018533953,421.6015026295638,7715.08728451285
321,ID321,B,2629.4626026472756,421.01656090906783,5256.074626966725
322,ID322,A,2210.1910659604814,390.46680540763145,4658.828543853992
323,ID323,C,3085.94002480807,415.6010375864247,-2673.8738324394285
324,ID324,A,2970.055614856426,396.2578159386374,6915.702321803711
325,ID325,A,2178.596763538782,378.4101811388707,4648.375158762732
326,ID326,C,2872.1625445632712,405.06350790006684,-2465.468266656359
327,ID327,C,2202.34388851592,400.21432566303145,-1789.6053421037416
328,ID328,B,2079.355856980315,410.1244775052124,4164.091225328226
329,ID329,B,2251.529101875166,400.12758436160306,4511.26183624516
330,ID330,A,1938.5527241790255,369.7849421353019,3964.263964961051
331,ID331,B,2663.276755502025,393.74569342988644,5327.169438688401
332,ID332,B,2809.8666222114452,404.082923098978,5590.84351121586
333,ID333,C,2762.3778982727235,352.4203436516597,-2425.8476292163436
334,ID334,C,2287.208855185713,405.66820122301255,-1897.1467573608204
335,ID335,C,2456.88179511547,380.7108253244094,-2062.391048415946
336,ID336,B,2547.4288231269584,403.2823457140687,5084.654752516426
337,ID337,A,2860.0675141638576,402.9886094557671,6562.106374771481
338,ID338,C,2955.0572128344515,406.75642760088954,-2548.7851756434193
339,ID339,B,2854.481512078125,411.1857569472708,5700.298595046486
340,ID340,A,2436.6051632161034,380.4042450187715,5390.58870621878
341,ID341,A,2508.2409437602046,415.4200918535148,5448.798154101584
342,ID342,B,2304.2778542636856,381.1783752741281,4616.689163127452
343,ID343,B,2319.3144338998823,402.13104943414515,4641.791345450367
344,ID344,B,3030.0207553375108,419.4331608083356,6085.51061712399
345,ID345,B,2340.8460057242482,415.6869049934431,4710.775980545449
346,ID346,B,2603.1866876093504,388.88209338353056,5195.639210597321
347,ID347,C,2585.471928457868,401.4660713766183,-2195.505697747247
348,ID348,B,2270.7589732939355,407.7456206154022,4535.3927138832705
349,ID349,C,1721.8919679201713,388.73783083501434,-1320.2940095596718
350,ID350,C,2287.8451894632462,386.16076624279856,-1901.6934939444554
351,ID351,A,2449.5156368651533,391.47319340944364,5387.561412398381
352,ID352,C,2259.643861748863,403.8519590852323,-1852.077567856643
353,ID353,C,2069.3952268679554,391.02112182069,-1675.8241831778125
354,ID354,C,2640.456207947979,400.15277235352,-2259.7647333219616
355,ID355,B,2123.5420325329037,370.8313363894885,4237.574736902557
356,ID356,B,2543.6912330476925,413.1152195875279,5081.006721233421
357,ID357,C,2554.1533625711786,398.7071113241589,-2163.008330982984
358,ID358,C,2993.1253561830017,389.6937186055361,-2601.0785663738957
359,ID359,B,2647.2315342633983,400.8480399474285,5297.319009029381
360,ID360,C,1690.316538309131,394.26869473301497,-1294.0547195844017
361,ID361,A,1736.1229755356846,391.83314658370955,3273.344914151899
362,ID362,B,2847.5665440805537,388.6393455395424,5699.710250806131
363,ID363,C,2666.9853561631953,390.8708103178245,-2286.3221642823964
364,ID364,A,2584.864770489979,414.93127695558724,5692.399982526479
365,ID365,C,2590.1909680579533,418.3474396975466,-2165.2046029134717
366,ID366,A,2897.544870027786,394.3448861973883,6722.097532601189
367,ID367,A,2351.4655980008743,435.9805189462275,4879.757112947465
368,ID368,B,1831.4563181126491,388.5636065482,3682.864271835269
369,ID369,B,2195.0204093044326,390.743558596984,4401.920140632458
370,ID370,C,2687.7203852879907,405.78584965541205,-2284.256710049982
371,ID371,A,2468.57227673345,399.3023891157303,5384.759488952855
372,ID372,A,2380.992456546422,404.78066922173923,5114.744772014231
373,ID373,B,3020.3526585018726,413.934629041137,6035.73997455934
374,ID374,B,2169.790704445914,388.8602765286016,4326.733044954752
375,ID375,A,2590.43271301599,405.93422323780004,5728.379042616653
376,ID376,A,2260.647422862949,393.5165978265739,4830.348746915958
377,ID377,A,1996.5008560839092,392.41967957587417,3997.2346881350113
378,ID378,A,2844.8263986003794,393.9045301713807,6577.594884632968
379,ID379,C,2186.4601081019878,408.35809805236283,-1769.5602396726663
380,ID380,C,2475.8917715021503,413.90316368024713,-2106.3375413176427
381,ID381,C,3098.063741494586,410.9032074441394,-2681.1169009924197
382,ID382,C,2829.1957888208403,382.4021582468602,-2434.844631910672
383,ID383,C,2541.616612077933,400.0202627674457,-2135.609317567573
384,ID384,B,2249.3660079475617,426.32954651351207,4503.284421074659
385,ID385,C,2747.9760272133713,402.39813739112174,-2339.61454001251
386,ID386,C,2495.0252108119844,404.91329060589834,-2097.9784139397857
387,ID387,B,1997.2812117134883,393.96874437183897,3998.4984206178938
388,ID388,B,2051.0245037309915,412.55356905083,4105.296635951698
389,ID389,A,2303.3393319708516,404.91598232498137,4876.728404962863
390,ID390,B,2160.23464225324,395.41165573727073,4339.8082865403085
391,ID391,B,2301.3932152239845,372.9645757699385,4611.0702150347015
392,ID392,A,2056.895489777068,374.5887653727383,4311.222006138362
393,ID393,A,2292.275328227592,392.0907449153835,4923.205102776016
394,ID394,A,1563.9147154229827,423.653171845512,2575.7029568636945
395,ID395,C,2800.7098887769407,396.0212502130667,-2404.3319100579693
396,ID396,C,2192.7921542011013,415.4977658940833,-1774.273941271109
397,ID397,A,2404.842855510022,399.87198687361206,5209.310091192182
398,ID398,A,2410.163168112234,412.99769400081914,5168.804252451786
399,ID399,A,2928.679150585794,394.0229549327777,6811.2312840196755
400,ID400,C,2135.370731742798,417.76552889227105,-1713.6729675322708
401,ID401,A,2808.918405623484,401.0745546978621,6420.435438486651
402,ID402,C,2843.6050936596203,396.8153845804218,-2438.753948397363
403,ID403,C,2438.2607899475875,374.8361509267153,-2055.0662373189434
404,ID404,A,2595.1936523247546,423.58595787278256,5679.8632515986
405,ID405,B,3318.204071521758,388.2346662436377,6640.273379675894
406,ID406,C,2572.084910231216,379.6806988592685,-2177.891233625923
407,ID407,B,2581.087645735071,416.81349536473533,5156.438561779222
408,ID408,B,2467.0618665390084,417.19902671852014,4941.953594857993
409,ID409,A,2330.6139306620626,388.9709613208338,5048.175990499811
410,ID410,A,2520.754951500884,400.2831359677457,5556.777708590981
411,ID411,B,2815.772713585866,400.18099457617024,5638.149581086363
412,ID412,B,2244.1694609482115,388.7397797586086,4491.132206949946
413,ID413,C,3012.58781130583,371.43092638652183,-2645.4503727328433
414,ID414,A,2749.6028002174044,396.388318245329,6248.49177298151
415,ID415,C,2344.7735455292077,384.02974861568333,-1967.3409790557089
416,ID416,A,2680.868311764973,404.6616806795257,6006.926284952268
417,ID417,B,2288.0418304211903,396.2592418738693,4565.955638902599
418,ID418,B,2728.2464559720265,402.3459776791877,5448.709165748662
419,ID419,A,2454.9084384997736,400.31569977069177,5390.458311924554
420,ID420,A,2248.850141094237,393.4764133750489,4788.300100853601
